datetime,month,hour,irradiance_w_m2,ambient_temp_c,panel_temp_c,power_output_kw,electricity_price_kwh
2024-06-15 05:00:00,6,5,0,28.19,28.19,0,0.09
2024-06-15 06:00:00,6,6,802.9,29.1,49.1,6.53,0.111
2024-06-15 07:00:00,6,7,856.78,27.06,47.06,7.03,0.134
2024-06-15 08:00:00,6,8,893.19,31.13,51.13,7.198,0.124
2024-06-15 09:00:00,6,9,950.31,25.2,45.2,7.862,0.13
2024-06-15 10:00:00,6,10,981.39,25.9,45.9,8.094,0.133
2024-06-15 11:00:00,6,11,995.3,32.67,52.67,7.966,0.126
2024-06-15 12:00:00,6,12,994.48,30.19,50.19,8.049,0.17
2024-06-15 13:00:00,6,13,994.61,26.57,46.57,8.179,0.203
2024-06-15 14:00:00,6,14,985.26,27.29,47.29,8.077,0.206
2024-06-15 15:00:00,6,15,930.05,28.32,48.32,7.59,0.197
2024-06-15 16:00:00,6,16,881.44,34.4,54.4,7.0,0.161
2024-06-15 17:00:00,6,17,835.86,34.4,54.4,6.638,0.18
2024-06-15 18:00:00,6,18,786.28,29.85,49.85,6.373,0.175
2024-06-15 19:00:00,6,19,0,22.3,22.3,0,0.099
2024-06-15 20:00:00,6,20,0,22.47,22.47,0,0.089
2024-06-15 21:00:00,6,21,0,21.24,21.24,0,0.1
2024-06-15 22:00:00,6,22,0,26.55,26.55,0,0.087
2024-06-15 23:00:00,6,23,0,27.41,27.41,0,0.089
2024-06-16 00:00:00,6,0,0,20.85,20.85,0,0.085
2024-06-16 01:00:00,6,1,0,27.22,27.22,0,0.099
2024-06-16 02:00:00,6,2,0,24.15,24.15,0,0.084
2024-06-16 03:00:00,6,3,0,28.3,28.3,0,0.096
2024-06-16 04:00:00,6,4,0,21.52,21.52,0,0.099
2024-06-16 05:00:00,6,5,0,27.93,27.93,0,0.088
2024-06-16 06:00:00,6,6,792.49,31.06,51.06,6.389,0.116
2024-06-16 07:00:00,6,7,832.7,30.12,50.12,6.741,0.114
2024-06-16 08:00:00,6,8,890.57,27.03,47.03,7.309,0.126
2024-06-16 09:00:00,6,9,933.07,29.71,49.71,7.567,0.109
2024-06-16 10:00:00,6,10,975.64,34.67,54.67,7.739,0.121
2024-06-16 11:00:00,6,11,994.51,34.08,54.08,7.91,0.113
2024-06-16 12:00:00,6,12,999.88,25.17,45.17,8.273,0.18
2024-06-16 13:00:00,6,13,995.05,28.73,48.73,8.105,0.165
2024-06-16 14:00:00,6,14,992.21,27.24,47.24,8.135,0.18
2024-06-16 15:00:00,6,15,936.21,27.32,47.32,7.674,0.188
2024-06-16 16:00:00,6,16,893.3,31.43,51.43,7.19,0.2
2024-06-16 17:00:00,6,17,835.58,34.76,54.76,6.625,0.168
2024-06-16 18:00:00,6,18,799.59,33.65,53.65,6.372,0.172
2024-06-16 19:00:00,6,19,0,21.41,21.41,0,0.096
2024-06-16 20:00:00,6,20,0,24.74,24.74,0,0.098
2024-06-16 21:00:00,6,21,0,25.67,25.67,0,0.089
2024-06-16 22:00:00,6,22,0,27.67,27.67,0,0.089
2024-06-16 23:00:00,6,23,0,23.11,23.11,0,0.091
2024-06-17 00:00:00,6,0,0,21.51,21.51,0,0.09
2024-06-17 01:00:00,6,1,0,25.65,25.65,0,0.092
2024-06-17 02:00:00,6,2,0,20.06,20.06,0,0.098
2024-06-17 03:00:00,6,3,0,27.55,27.55,0,0.1
2024-06-17 04:00:00,6,4,0,25.46,25.46,0,0.09
2024-06-17 05:00:00,6,5,0,26.52,26.52,0,0.09
2024-06-17 06:00:00,6,6,800.58,32.09,52.09,6.424,0.132
2024-06-17 07:00:00,6,7,835.02,34.93,54.93,6.616,0.109
2024-06-17 08:00:00,6,8,895.03,31.99,51.99,7.186,0.129
2024-06-17 09:00:00,6,9,951.35,26.62,46.62,7.822,0.111
2024-06-17 10:00:00,6,10,992.08,29.38,49.38,8.058,0.107
2024-06-17 11:00:00,6,11,980.01,29.24,49.24,7.965,0.13
2024-06-17 12:00:00,6,12,1000,29.87,49.87,8.105,0.187
2024-06-17 13:00:00,6,13,985.06,28.99,48.99,8.015,0.182
2024-06-17 14:00:00,6,14,990.08,27.94,47.94,8.093,0.194
2024-06-17 15:00:00,6,15,946.03,30.22,50.22,7.655,0.179
2024-06-17 16:00:00,6,16,885.66,31.5,51.5,7.126,0.186
2024-06-17 17:00:00,6,17,856.32,27.04,47.04,7.027,0.196
2024-06-17 18:00:00,6,18,790.05,30.19,50.19,6.394,0.183
2024-06-17 19:00:00,6,19,0,29.36,29.36,0,0.103
2024-06-17 20:00:00,6,20,0,27.2,27.2,0,0.101
2024-06-17 21:00:00,6,21,0,21.35,21.35,0,0.094
2024-06-17 22:00:00,6,22,0,28.29,28.29,0,0.084
2024-06-17 23:00:00,6,23,0,24.16,24.16,0,0.087
2024-06-18 00:00:00,6,0,0,20.67,20.67,0,0.104
2024-06-18 01:00:00,6,1,0,23.12,23.12,0,0.088
2024-06-18 02:00:00,6,2,0,26.94,26.94,0,0.095
2024-06-18 03:00:00,6,3,0,23.31,23.31,0,0.085
2024-06-18 04:00:00,6,4,0,24.69,24.69,0,0.087
2024-06-18 05:00:00,6,5,0,23.5,23.5,0,0.095
2024-06-18 06:00:00,6,6,805.15,27.26,47.26,6.601,0.134
2024-06-18 07:00:00,6,7,864.59,27.75,47.75,7.073,0.132
2024-06-18 08:00:00,6,8,892.23,30.84,50.84,7.2,0.125
2024-06-18 09:00:00,6,9,931.61,29.03,49.03,7.578,0.122
2024-06-18 10:00:00,6,10,956.3,31.59,51.59,7.691,0.111
2024-06-18 11:00:00,6,11,984.38,32.31,52.31,7.892,0.114
2024-06-18 12:00:00,6,12,1000,26.02,46.02,8.243,0.189
2024-06-18 13:00:00,6,13,986.39,32.66,52.66,7.895,0.199
2024-06-18 14:00:00,6,14,964.29,30.92,50.92,7.779,0.2
2024-06-18 15:00:00,6,15,948.16,33.71,53.71,7.553,0.184
2024-06-18 16:00:00,6,16,911.33,26.68,46.68,7.491,0.209
2024-06-18 17:00:00,6,17,863.9,25.91,45.91,7.125,0.167
2024-06-18 18:00:00,6,18,814.98,26.65,46.65,6.7,0.176
2024-06-18 19:00:00,6,19,0,28.96,28.96,0,0.085
2024-06-18 20:00:00,6,20,0,25.12,25.12,0,0.093
2024-06-18 21:00:00,6,21,0,26.65,26.65,0,0.091
2024-06-18 22:00:00,6,22,0,25.0,25.0,0,0.086
2024-06-18 23:00:00,6,23,0,25.6,25.6,0,0.092
2024-06-19 00:00:00,6,0,0,23.86,23.86,0,0.093
2024-06-19 01:00:00,6,1,0,23.12,23.12,0,0.094
2024-06-19 02:00:00,6,2,0,25.31,25.31,0,0.102
2024-06-19 03:00:00,6,3,0,28.42,28.42,0,0.103
2024-06-19 04:00:00,6,4,0,29.45,29.45,0,0.101
2024-06-19 05:00:00,6,5,0,27.11,27.11,0,0.101
2024-06-19 06:00:00,6,6,158.41,30.6,50.6,1.28,0.13
2024-06-19 07:00:00,6,7,180.22,31.85,51.85,1.448,0.119
2024-06-19 08:00:00,6,8,94.55,28.48,48.48,0.771,0.117
2024-06-19 09:00:00,6,9,220.3,29.66,49.66,1.787,0.128
2024-06-19 10:00:00,6,10,206.28,27.14,47.14,1.692,0.136
2024-06-19 11:00:00,6,11,175.29,34.39,54.39,1.392,0.111
2024-06-19 12:00:00,6,12,102.13,32.48,52.48,0.818,0.182
2024-06-19 13:00:00,6,13,100.43,30.26,50.26,0.813,0.176
2024-06-19 14:00:00,6,14,169.12,25.94,45.94,1.395,0.173
2024-06-19 15:00:00,6,15,208.39,34.22,54.22,1.656,0.162
2024-06-19 16:00:00,6,16,176.17,27.75,47.75,1.441,0.162
2024-06-19 17:00:00,6,17,128.28,31.95,51.95,1.03,0.191
2024-06-19 18:00:00,6,18,211.73,34.71,54.71,1.679,0.203
2024-06-19 19:00:00,6,19,0,29.28,29.28,0,0.104
2024-06-19 20:00:00,6,20,0,26.32,26.32,0,0.094
2024-06-19 21:00:00,6,21,0,24.73,24.73,0,0.101
2024-06-19 22:00:00,6,22,0,27.51,27.51,0,0.1
2024-06-19 23:00:00,6,23,0,20.38,20.38,0,0.085
2024-06-20 00:00:00,6,0,0,28.94,28.94,0,0.087
2024-06-20 01:00:00,6,1,0,27.36,27.36,0,0.101
2024-06-20 02:00:00,6,2,0,21.32,21.32,0,0.092
2024-06-20 03:00:00,6,3,0,28.46,28.46,0,0.085
2024-06-20 04:00:00,6,4,0,26.37,26.37,0,0.085
2024-06-20 05:00:00,6,5,0,20.97,20.97,0,0.095
2024-06-20 06:00:00,6,6,787.77,34.83,54.83,6.244,0.124
2024-06-20 07:00:00,6,7,865.25,25.17,45.17,7.159,0.131
2024-06-20 08:00:00,6,8,908.37,28.16,48.16,7.418,0.133
2024-06-20 09:00:00,6,9,959.19,30.87,50.87,7.739,0.121
2024-06-20 10:00:00,6,10,969.33,34.41,54.41,7.698,0.131
2024-06-20 11:00:00,6,11,975.78,31.7,51.7,7.844,0.131
2024-06-20 12:00:00,6,12,1000,30.02,50.02,8.099,0.164
2024-06-20 13:00:00,6,13,984.21,29.43,49.43,7.992,0.17
2024-06-20 14:00:00,6,14,960.12,30.05,50.05,7.775,0.197
2024-06-20 15:00:00,6,15,921.55,33.38,53.38,7.352,0.174
2024-06-20 16:00:00,6,16,893.66,28.51,48.51,7.287,0.188
2024-06-20 17:00:00,6,17,854.41,31.96,51.96,6.86,0.183
2024-06-20 18:00:00,6,18,783.62,26.16,46.16,6.456,0.196
2024-06-20 19:00:00,6,19,0,21.86,21.86,0,0.096
2024-06-20 20:00:00,6,20,0,29.66,29.66,0,0.099
2024-06-20 21:00:00,6,21,0,27.89,27.89,0,0.088
2024-06-20 22:00:00,6,22,0,23.75,23.75,0,0.086
2024-06-20 23:00:00,6,23,0,27.24,27.24,0,0.089
2024-06-21 00:00:00,6,0,0,28.37,28.37,0,0.097
2024-06-21 01:00:00,6,1,0,29.01,29.01,0,0.088
2024-06-21 02:00:00,6,2,0,27.56,27.56,0,0.087
2024-06-21 03:00:00,6,3,0,20.53,20.53,0,0.098
2024-06-21 04:00:00,6,4,0,21.78,21.78,0,0.087
2024-06-21 05:00:00,6,5,0,23.16,23.16,0,0.089
2024-06-21 06:00:00,6,6,815.34,26.88,46.88,6.696,0.111
2024-06-21 07:00:00,6,7,859.67,27.95,47.95,7.027,0.114
2024-06-21 08:00:00,6,8,903.15,29.9,49.9,7.319,0.116
2024-06-21 09:00:00,6,9,939.41,31.42,51.42,7.561,0.125
2024-06-21 10:00:00,6,10,954.67,33.32,53.32,7.619,0.131
2024-06-21 11:00:00,6,11,994.7,28.86,48.86,8.098,0.112
2024-06-21 12:00:00,6,12,993.88,32.02,52.02,7.978,0.201
2024-06-21 13:00:00,6,13,981.48,32.96,52.96,7.845,0.195
2024-06-21 14:00:00,6,14,986.4,30.04,50.04,7.988,0.2
2024-06-21 15:00:00,6,15,952.36,25.91,45.91,7.854,0.173
2024-06-21 16:00:00,6,16,881.26,29.68,49.68,7.148,0.166
2024-06-21 17:00:00,6,17,839.22,31.58,51.58,6.75,0.167
2024-06-21 18:00:00,6,18,794.89,30.87,50.87,6.414,0.179
2024-06-21 19:00:00,6,19,0,25.88,25.88,0,0.085
2024-06-21 20:00:00,6,20,0,27.01,27.01,0,0.097
2024-06-21 21:00:00,6,21,0,28.69,28.69,0,0.084
2024-06-21 22:00:00,6,22,0,24.21,24.21,0,0.091
2024-06-21 23:00:00,6,23,0,26.48,26.48,0,0.086
2024-06-22 00:00:00,6,0,0,29.13,29.13,0,0.09
2024-06-22 01:00:00,6,1,0,24.67,24.67,0,0.088
2024-06-22 02:00:00,6,2,0,20.22,20.22,0,0.1
2024-06-22 03:00:00,6,3,0,24.56,24.56,0,0.096
2024-06-22 04:00:00,6,4,0,24.35,24.35,0,0.092
2024-06-22 05:00:00,6,5,0,28.34,28.34,0,0.089
2024-06-22 06:00:00,6,6,534.06,28.73,48.73,4.35,0.126
2024-06-22 07:00:00,6,7,676.43,28.0,48.0,5.528,0.132
2024-06-22 08:00:00,6,8,702.16,32.63,52.63,5.621,0.121
2024-06-22 09:00:00,6,9,710.6,29.21,49.21,5.776,0.135
2024-06-22 10:00:00,6,10,589.48,29.01,49.01,4.796,0.121
2024-06-22 11:00:00,6,11,772.02,34.22,54.22,6.136,0.135
2024-06-22 12:00:00,6,12,639.69,34.43,54.43,5.08,0.209
2024-06-22 13:00:00,6,13,621.71,32.52,52.52,4.98,0.177
2024-06-22 14:00:00,6,14,772.79,34.6,54.6,6.132,0.175
2024-06-22 15:00:00,6,15,715.76,32.66,52.66,5.729,0.183
2024-06-22 16:00:00,6,16,540.15,26.65,46.65,4.44,0.167
2024-06-22 17:00:00,6,17,562.38,33.83,53.83,4.478,0.164
2024-06-22 18:00:00,6,18,512.53,27.36,47.36,4.2,0.165
2024-06-22 19:00:00,6,19,0,22.45,22.45,0,0.098
2024-06-22 20:00:00,6,20,0,28.46,28.46,0,0.091
2024-06-22 21:00:00,6,21,0,24.77,24.77,0,0.091
2024-06-22 22:00:00,6,22,0,24.71,24.71,0,0.098
2024-06-22 23:00:00,6,23,0,26.99,26.99,0,0.102
2024-06-23 00:00:00,6,0,0,26.68,26.68,0,0.101
2024-06-23 01:00:00,6,1,0,27.06,27.06,0,0.099
2024-06-23 02:00:00,6,2,0,20.96,20.96,0,0.087
2024-06-23 03:00:00,6,3,0,27.63,27.63,0,0.087
2024-06-23 04:00:00,6,4,0,27.73,27.73,0,0.102
2024-06-23 05:00:00,6,5,0,28.2,28.2,0,0.099
2024-06-23 06:00:00,6,6,543.02,29.25,49.25,4.413,0.108
2024-06-23 07:00:00,6,7,637.19,29.88,49.88,5.164,0.124
2024-06-23 08:00:00,6,8,649.53,27.22,47.22,5.326,0.129
2024-06-23 09:00:00,6,9,628.84,28.69,48.69,5.123,0.131
2024-06-23 10:00:00,6,10,730.23,31.11,51.11,5.886,0.133
2024-06-23 11:00:00,6,11,623.34,31.46,51.46,5.016,0.112
2024-06-23 12:00:00,6,12,687.08,27.11,47.11,5.637,0.177
2024-06-23 13:00:00,6,13,680.47,31.54,51.54,5.474,0.174
2024-06-23 14:00:00,6,14,743.78,28.87,48.87,6.055,0.162
2024-06-23 15:00:00,6,15,644.26,34.59,54.59,5.112,0.168
2024-06-23 16:00:00,6,16,690.16,31.82,51.82,5.545,0.183
2024-06-23 17:00:00,6,17,627.93,25.83,45.83,5.181,0.165
2024-06-23 18:00:00,6,18,608.57,33.62,53.62,4.85,0.161
2024-06-23 19:00:00,6,19,0,23.19,23.19,0,0.095
2024-06-23 20:00:00,6,20,0,23.84,23.84,0,0.093
2024-06-23 21:00:00,6,21,0,24.86,24.86,0,0.103
2024-06-23 22:00:00,6,22,0,24.02,24.02,0,0.099
2024-06-23 23:00:00,6,23,0,23.03,23.03,0,0.089
2024-06-24 00:00:00,6,0,0,26.34,26.34,0,0.096
2024-06-24 01:00:00,6,1,0,28.02,28.02,0,0.093
2024-06-24 02:00:00,6,2,0,23.73,23.73,0,0.093
2024-06-24 03:00:00,6,3,0,23.35,23.35,0,0.095
2024-06-24 04:00:00,6,4,0,23.65,23.65,0,0.1
2024-06-24 05:00:00,6,5,0,29.81,29.81,0,0.095
2024-06-24 06:00:00,6,6,806.99,28.83,48.83,6.57,0.111
2024-06-24 07:00:00,6,7,869.13,28.37,48.37,7.091,0.124
2024-06-24 08:00:00,6,8,912.51,26.98,46.98,7.491,0.128
2024-06-24 09:00:00,6,9,923.36,29.55,49.55,7.494,0.114
2024-06-24 10:00:00,6,10,972.79,26.22,46.22,8.012,0.117
2024-06-24 11:00:00,6,11,1000,33.89,53.89,7.96,0.114
2024-06-24 12:00:00,6,12,991.85,28.37,48.37,8.092,0.201
2024-06-24 13:00:00,6,13,980.33,30.43,50.43,7.926,0.178
2024-06-24 14:00:00,6,14,966.19,25.18,45.18,7.994,0.192
2024-06-24 15:00:00,6,15,935.71,30.96,50.96,7.547,0.162
2024-06-24 16:00:00,6,16,889.95,32.39,52.39,7.132,0.164
2024-06-24 17:00:00,6,17,860.84,25.95,45.95,7.098,0.192
2024-06-24 18:00:00,6,18,790.99,29.31,49.31,6.427,0.209
2024-06-24 19:00:00,6,19,0,26.89,26.89,0,0.089
2024-06-24 20:00:00,6,20,0,28.26,28.26,0,0.101
2024-06-24 21:00:00,6,21,0,27.33,27.33,0,0.094
2024-06-24 22:00:00,6,22,0,24.58,24.58,0,0.086
2024-06-24 23:00:00,6,23,0,23.73,23.73,0,0.087
2024-06-25 00:00:00,6,0,0,29.77,29.77,0,0.097
2024-06-25 01:00:00,6,1,0,28.82,28.82,0,0.092
2024-06-25 02:00:00,6,2,0,29.8,29.8,0,0.086
2024-06-25 03:00:00,6,3,0,29.27,29.27,0,0.099
2024-06-25 04:00:00,6,4,0,24.23,24.23,0,0.084
2024-06-25 05:00:00,6,5,0,29.5,29.5,0,0.089
2024-06-25 06:00:00,6,6,815.32,31.53,51.53,6.559,0.131
2024-06-25 07:00:00,6,7,836.42,29.33,49.33,6.795,0.112
2024-06-25 08:00:00,6,8,892.13,27.61,47.61,7.303,0.121
2024-06-25 09:00:00,6,9,931.17,33.54,53.54,7.424,0.13
2024-06-25 10:00:00,6,10,972.12,28.74,48.74,7.918,0.129
2024-06-25 11:00:00,6,11,1000,29.37,49.37,8.123,0.129
2024-06-25 12:00:00,6,12,1000,27.77,47.77,8.18,0.19
2024-06-25 13:00:00,6,13,1000,34.1,54.1,7.952,0.174
2024-06-25 14:00:00,6,14,953.95,29.07,49.07,7.759,0.181
2024-06-25 15:00:00,6,15,932.1,26.3,46.3,7.674,0.19
2024-06-25 16:00:00,6,16,892.73,34.76,54.76,7.078,0.171
2024-06-25 17:00:00,6,17,844.75,25.18,45.18,6.989,0.163
2024-06-25 18:00:00,6,18,808.48,27.88,47.88,6.61,0.201
2024-06-25 19:00:00,6,19,0,25.88,25.88,0,0.097
2024-06-25 20:00:00,6,20,0,23.29,23.29,0,0.092
2024-06-25 21:00:00,6,21,0,29.3,29.3,0,0.084
2024-06-25 22:00:00,6,22,0,23.41,23.41,0,0.091
2024-06-25 23:00:00,6,23,0,24.44,24.44,0,0.093
2024-06-26 00:00:00,6,0,0,27.43,27.43,0,0.088
2024-06-26 01:00:00,6,1,0,26.98,26.98,0,0.097
2024-06-26 02:00:00,6,2,0,22.56,22.56,0,0.085
2024-06-26 03:00:00,6,3,0,28.52,28.52,0,0.103
2024-06-26 04:00:00,6,4,0,26.31,26.31,0,0.095
2024-06-26 05:00:00,6,5,0,23.45,23.45,0,0.088
2024-06-26 06:00:00,6,6,794.77,34.85,54.85,6.299,0.115
2024-06-26 07:00:00,6,7,858.74,28.15,48.15,7.013,0.107
2024-06-26 08:00:00,6,8,886.67,31.25,51.25,7.142,0.117
2024-06-26 09:00:00,6,9,961.25,29.32,49.32,7.81,0.107
2024-06-26 10:00:00,6,10,975.46,34.73,54.73,7.735,0.121
2024-06-26 11:00:00,6,11,1000,27.35,47.35,8.196,0.11
2024-06-26 12:00:00,6,12,1000,31.07,51.07,8.061,0.165
2024-06-26 13:00:00,6,13,1000,27.18,47.18,8.201,0.189
2024-06-26 14:00:00,6,14,959.57,26.79,46.79,7.884,0.199
2024-06-26 15:00:00,6,15,937.47,32.34,52.34,7.514,0.18
2024-06-26 16:00:00,6,16,896.73,32.51,52.51,7.182,0.19
2024-06-26 17:00:00,6,17,846.29,28.19,48.19,6.91,0.165
2024-06-26 18:00:00,6,18,818.41,33.85,53.85,6.516,0.198
2024-06-26 19:00:00,6,19,0,23.18,23.18,0,0.095
2024-06-26 20:00:00,6,20,0,23.92,23.92,0,0.101
2024-06-26 21:00:00,6,21,0,24.95,24.95,0,0.093
2024-06-26 22:00:00,6,22,0,28.26,28.26,0,0.093
2024-06-26 23:00:00,6,23,0,29.24,29.24,0,0.088
2024-06-27 00:00:00,6,0,0,22.88,22.88,0,0.095
2024-06-27 01:00:00,6,1,0,23.34,23.34,0,0.093
2024-06-27 02:00:00,6,2,0,21.72,21.72,0,0.102
2024-06-27 03:00:00,6,3,0,23.83,23.83,0,0.097
2024-06-27 04:00:00,6,4,0,29.74,29.74,0,0.092
2024-06-27 05:00:00,6,5,0,26.36,26.36,0,0.096
2024-06-27 06:00:00,6,6,804.8,26.39,46.39,6.624,0.136
2024-06-27 07:00:00,6,7,861.05,31.0,51.0,6.944,0.134
2024-06-27 08:00:00,6,8,890.0,28.25,48.25,7.265,0.123
2024-06-27 09:00:00,6,9,925.06,29.72,49.72,7.502,0.117
2024-06-27 10:00:00,6,10,988.55,32.43,52.43,7.921,0.126
2024-06-27 11:00:00,6,11,1000,30.52,50.52,8.081,0.132
2024-06-27 12:00:00,6,12,994.76,26.61,46.61,8.179,0.204
2024-06-27 13:00:00,6,13,1000,26.75,46.75,8.217,0.206
2024-06-27 14:00:00,6,14,964.92,28.23,48.23,7.877,0.205
2024-06-27 15:00:00,6,15,939.87,27.07,47.07,7.712,0.172
2024-06-27 16:00:00,6,16,919.59,31.03,51.03,7.414,0.2
2024-06-27 17:00:00,6,17,851.77,34.73,54.73,6.754,0.166
2024-06-27 18:00:00,6,18,793.25,31.04,51.04,6.396,0.206
2024-06-27 19:00:00,6,19,0,21.59,21.59,0,0.093
2024-06-27 20:00:00,6,20,0,29.62,29.62,0,0.084
2024-06-27 21:00:00,6,21,0,20.32,20.32,0,0.098
2024-06-27 22:00:00,6,22,0,28.67,28.67,0,0.104
2024-06-27 23:00:00,6,23,0,28.62,28.62,0,0.085
2024-06-28 00:00:00,6,0,0,24.17,24.17,0,0.089
2024-06-28 01:00:00,6,1,0,27.16,27.16,0,0.086
2024-06-28 02:00:00,6,2,0,27.77,27.77,0,0.097
2024-06-28 03:00:00,6,3,0,25.34,25.34,0,0.084
2024-06-28 04:00:00,6,4,0,24.81,24.81,0,0.099
2024-06-28 05:00:00,6,5,0,22.93,22.93,0,0.092
2024-06-28 06:00:00,6,6,810.75,33.22,53.22,6.473,0.117
2024-06-28 07:00:00,6,7,852.23,32.17,52.17,6.837,0.125
2024-06-28 08:00:00,6,8,884.96,29.29,49.29,7.191,0.11
2024-06-28 09:00:00,6,9,954.43,27.62,47.62,7.812,0.129
2024-06-28 10:00:00,6,10,959.96,26.12,46.12,7.91,0.118
2024-06-28 11:00:00,6,11,1000,28.4,48.4,8.158,0.13
2024-06-28 12:00:00,6,12,983.89,27.1,47.1,8.072,0.192
2024-06-28 13:00:00,6,13,1000,25.74,45.74,8.253,0.185
2024-06-28 14:00:00,6,14,963.61,27.45,47.45,7.894,0.175
2024-06-28 15:00:00,6,15,952.92,29.45,49.45,7.738,0.195
2024-06-28 16:00:00,6,16,903.78,30.68,50.68,7.298,0.198
2024-06-28 17:00:00,6,17,843.3,26.48,46.48,6.938,0.171
2024-06-28 18:00:00,6,18,794.51,28.71,48.71,6.472,0.175
2024-06-28 19:00:00,6,19,0,29.45,29.45,0,0.087
2024-06-28 20:00:00,6,20,0,26.34,26.34,0,0.094
2024-06-28 21:00:00,6,21,0,24.4,24.4,0,0.09
2024-06-28 22:00:00,6,22,0,27.44,27.44,0,0.098
2024-06-28 23:00:00,6,23,0,21.47,21.47,0,0.09
2024-06-29 00:00:00,6,0,0,23.84,23.84,0,0.097
2024-06-29 01:00:00,6,1,0,20.28,20.28,0,0.088
2024-06-29 02:00:00,6,2,0,23.03,23.03,0,0.096
2024-06-29 03:00:00,6,3,0,22.59,22.59,0,0.098
2024-06-29 04:00:00,6,4,0,27.45,27.45,0,0.104
2024-06-29 05:00:00,6,5,0,24.06,24.06,0,0.096
2024-06-29 06:00:00,6,6,535.07,26.7,46.7,4.398,0.111
2024-06-29 07:00:00,6,7,564.6,33.53,53.53,4.502,0.117
2024-06-29 08:00:00,6,8,627.34,33.65,53.65,4.999,0.111
2024-06-29 09:00:00,6,9,597.88,30.25,50.25,4.837,0.133
2024-06-29 10:00:00,6,10,768.24,25.14,45.14,6.357,0.116
2024-06-29 11:00:00,6,11,640.47,28.09,48.09,5.232,0.114
2024-06-29 12:00:00,6,12,757.85,32.78,52.78,6.063,0.192
2024-06-29 13:00:00,6,13,687.15,28.57,48.57,5.601,0.206
2024-06-29 14:00:00,6,14,747.42,34.06,54.06,5.945,0.202
2024-06-29 15:00:00,6,15,663.54,32.83,52.83,5.307,0.171
2024-06-29 16:00:00,6,16,659.56,27.03,47.03,5.413,0.18
2024-06-29 17:00:00,6,17,567.19,25.99,45.99,4.676,0.163
2024-06-29 18:00:00,6,18,565.56,30.53,50.53,4.57,0.197
2024-06-29 19:00:00,6,19,0,28.73,28.73,0,0.103
2024-06-29 20:00:00,6,20,0,20.56,20.56,0,0.095
2024-06-29 21:00:00,6,21,0,22.48,22.48,0,0.089
2024-06-29 22:00:00,6,22,0,27.39,27.39,0,0.098
2024-06-29 23:00:00,6,23,0,26.51,26.51,0,0.089
2024-06-30 00:00:00,6,0,0,26.9,26.9,0,0.093
2024-06-30 01:00:00,6,1,0,20.4,20.4,0,0.096
2024-06-30 02:00:00,6,2,0,25.52,25.52,0,0.086
2024-06-30 03:00:00,6,3,0,21.9,21.9,0,0.101
2024-06-30 04:00:00,6,4,0,20.64,20.64,0,0.102
2024-06-30 05:00:00,6,5,0,25.23,25.23,0,0.085
2024-06-30 06:00:00,6,6,803.43,27.28,47.28,6.587,0.123
2024-06-30 07:00:00,6,7,853.24,29.64,49.64,6.922,0.129
2024-06-30 08:00:00,6,8,905.36,28.19,48.19,7.392,0.112
2024-06-30 09:00:00,6,9,924.76,26.16,46.16,7.618,0.112
2024-06-30 10:00:00,6,10,961.8,30.42,50.42,7.776,0.121
2024-06-30 11:00:00,6,11,996.45,30.69,50.69,8.046,0.132
2024-06-30 12:00:00,6,12,1000,26.12,46.12,8.24,0.199
2024-06-30 13:00:00,6,13,1000,26.95,46.95,8.21,0.191
2024-06-30 14:00:00,6,14,953.22,29.56,49.56,7.736,0.198
2024-06-30 15:00:00,6,15,941.13,31.01,51.01,7.589,0.169
2024-06-30 16:00:00,6,16,900.57,30.07,50.07,7.292,0.208
2024-06-30 17:00:00,6,17,866.45,28.0,48.0,7.081,0.172
2024-06-30 18:00:00,6,18,802.45,27.75,47.75,6.565,0.175
2024-06-30 19:00:00,6,19,0,24.4,24.4,0,0.104
2024-06-30 20:00:00,6,20,0,29.46,29.46,0,0.094
2024-06-30 21:00:00,6,21,0,23.19,23.19,0,0.103
2024-06-30 22:00:00,6,22,0,24.71,24.71,0,0.087
2024-06-30 23:00:00,6,23,0,20.66,20.66,0,0.093
2024-07-01 00:00:00,7,0,0,23.05,23.05,0,0.103
2024-07-01 01:00:00,7,1,0,24.43,24.43,0,0.097
2024-07-01 02:00:00,7,2,0,25.39,25.39,0,0.088
2024-07-01 03:00:00,7,3,0,27.79,27.79,0,0.099
2024-07-01 04:00:00,7,4,0,22.13,22.13,0,0.094
2024-07-01 05:00:00,7,5,0,23.2,23.2,0,0.095
2024-07-01 06:00:00,7,6,128.01,26.03,46.03,1.055,0.124
2024-07-01 07:00:00,7,7,111.51,30.71,50.71,0.9,0.111
2024-07-01 08:00:00,7,8,231.45,32.66,52.66,1.853,0.132
2024-07-01 09:00:00,7,9,123.73,31.1,51.1,0.997,0.135
2024-07-01 10:00:00,7,10,224.52,34.81,54.81,1.78,0.13
2024-07-01 11:00:00,7,11,152.83,32.8,52.8,1.223,0.134
2024-07-01 12:00:00,7,12,271.25,29.72,49.72,2.2,0.175
2024-07-01 13:00:00,7,13,165.61,26.45,46.45,1.363,0.178
2024-07-01 14:00:00,7,14,184.85,32.45,52.45,1.481,0.181
2024-07-01 15:00:00,7,15,172.68,28.94,48.94,1.405,0.198
2024-07-01 16:00:00,7,16,264.36,29.04,49.04,2.15,0.178
