station_id,station_name,latitude,longitude,date,depth_m,temperature_c,salinity_psu,dissolved_oxygen_ml_l
STATION_B,Equatorial,0.0,-30.0,2018-08-01,50,25.15,35.31,4.8
STATION_B,Equatorial,0.0,-30.0,2018-08-01,100,8.54,35.59,5.6
STATION_B,Equatorial,0.0,-30.0,2018-08-01,200,6.54,35.95,5.45
STATION_B,Equatorial,0.0,-30.0,2018-08-01,500,5.02,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2018-08-01,0,20.05,35.5,5.0
STATION_C,South Atlantic,-35.0,-20.0,2018-08-01,50,16.8,35.65,4.58
STATION_C,South Atlantic,-35.0,-20.0,2018-08-01,100,8.54,35.79,4.55
STATION_C,South Atlantic,-35.0,-20.0,2018-08-01,200,6.54,35.98,4.4
STATION_C,South Atlantic,-35.0,-20.0,2018-08-01,500,3.02,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2018-09-01,0,10.58,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2018-09-01,50,7.33,33.65,5.57
STATION_A,North Pacific,45.0,-150.0,2018-09-01,100,7.45,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2018-09-01,200,6.18,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2018-09-01,500,3.52,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2018-09-01,0,28.29,35.0,5.77
STATION_B,Equatorial,0.0,-30.0,2018-09-01,50,25.04,35.31,5.25
STATION_B,Equatorial,0.0,-30.0,2018-09-01,100,7.45,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2018-09-01,200,6.18,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2018-09-01,500,5.02,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2018-09-01,0,21.51,35.5,5.4
STATION_C,South Atlantic,-35.0,-20.0,2018-09-01,50,18.26,35.65,4.87
STATION_C,South Atlantic,-35.0,-20.0,2018-09-01,100,7.45,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2018-09-01,200,6.18,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2018-09-01,500,3.02,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2018-10-01,0,10.04,33.5,6.9
STATION_A,North Pacific,45.0,-150.0,2018-10-01,50,6.79,33.65,6.22
STATION_A,North Pacific,45.0,-150.0,2018-10-01,100,7.04,33.79,3.9
STATION_A,North Pacific,45.0,-150.0,2018-10-01,200,6.04,33.98,3.8
STATION_A,North Pacific,45.0,-150.0,2018-10-01,500,3.52,33.5,3.25
STATION_B,Equatorial,0.0,-30.0,2018-10-01,0,28.25,35.0,6.53
STATION_B,Equatorial,0.0,-30.0,2018-10-01,50,25.0,35.31,5.85
STATION_B,Equatorial,0.0,-30.0,2018-10-01,100,7.04,35.59,5.35
STATION_B,Equatorial,0.0,-30.0,2018-10-01,200,6.04,35.95,5.25
STATION_B,Equatorial,0.0,-30.0,2018-10-01,500,5.02,35.0,4.55
STATION_C,South Atlantic,-35.0,-20.0,2018-10-01,0,22.05,35.5,6.1
STATION_C,South Atlantic,-35.0,-20.0,2018-10-01,50,18.8,35.65,5.42
STATION_C,South Atlantic,-35.0,-20.0,2018-10-01,100,7.04,35.79,4.3
STATION_C,South Atlantic,-35.0,-20.0,2018-10-01,200,6.04,35.98,4.2
STATION_C,South Atlantic,-35.0,-20.0,2018-10-01,500,3.02,35.5,3.7
STATION_A,North Pacific,45.0,-150.0,2018-11-01,0,10.58,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2018-11-01,50,7.33,33.65,6.77
STATION_A,North Pacific,45.0,-150.0,2018-11-01,100,7.45,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2018-11-01,200,6.18,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2018-11-01,500,3.52,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2018-11-01,0,28.29,35.0,7.27
STATION_B,Equatorial,0.0,-30.0,2018-11-01,50,25.04,35.31,6.45
STATION_B,Equatorial,0.0,-30.0,2018-11-01,100,7.45,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2018-11-01,200,6.18,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2018-11-01,500,5.02,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2018-11-01,0,21.51,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2018-11-01,50,18.26,35.65,6.07
STATION_C,South Atlantic,-35.0,-20.0,2018-11-01,100,7.45,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2018-11-01,200,6.18,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2018-11-01,500,3.02,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2018-12-01,0,12.04,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2018-12-01,50,8.79,33.65,7.06
STATION_A,North Pacific,45.0,-150.0,2018-12-01,100,8.54,33.79,4.15
STATION_A,North Pacific,45.0,-150.0,2018-12-01,200,6.54,33.98,4.0
STATION_A,North Pacific,45.0,-150.0,2018-12-01,500,3.52,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2018-12-01,0,28.4,35.0,7.81
STATION_B,Equatorial,0.0,-30.0,2018-12-01,50,25.15,35.31,6.87
STATION_B,Equatorial,0.0,-30.0,2018-12-01,100,8.54,35.59,5.6
STATION_B,Equatorial,0.0,-30.0,2018-12-01,200,6.54,35.95,5.45
STATION_B,Equatorial,0.0,-30.0,2018-12-01,500,5.02,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2018-12-01,0,20.05,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2018-12-01,50,16.8,35.65,6.66
STATION_C,South Atlantic,-35.0,-20.0,2018-12-01,100,8.54,35.79,4.55
STATION_C,South Atlantic,-35.0,-20.0,2018-12-01,200,6.54,35.98,4.4
STATION_C,South Atlantic,-35.0,-20.0,2018-12-01,500,3.02,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2019-01-01,0,14.06,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2019-01-01,50,10.81,33.65,7.02
STATION_A,North Pacific,45.0,-150.0,2019-01-01,100,10.06,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2019-01-01,200,7.06,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2019-01-01,500,3.53,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2019-01-01,0,28.56,35.0,7.99
STATION_B,Equatorial,0.0,-30.0,2019-01-01,50,25.31,35.31,7.02
STATION_B,Equatorial,0.0,-30.0,2019-01-01,100,10.06,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2019-01-01,200,7.06,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2019-01-01,500,5.03,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2019-01-01,0,18.06,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2019-01-01,50,14.81,35.65,7.02
STATION_C,South Atlantic,-35.0,-20.0,2019-01-01,100,10.06,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2019-01-01,200,7.06,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2019-01-01,500,3.03,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2019-02-01,0,16.06,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2019-02-01,50,12.81,33.65,6.66
STATION_A,North Pacific,45.0,-150.0,2019-02-01,100,11.56,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2019-02-01,200,7.56,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2019-02-01,500,3.53,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2019-02-01,0,28.71,35.0,7.78
STATION_B,Equatorial,0.0,-30.0,2019-02-01,50,25.46,35.31,6.84
STATION_B,Equatorial,0.0,-30.0,2019-02-01,100,11.56,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2019-02-01,200,7.56,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2019-02-01,500,5.03,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2019-02-01,0,16.06,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2019-02-01,50,12.81,35.65,7.06
STATION_C,South Atlantic,-35.0,-20.0,2019-02-01,100,11.56,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2019-02-01,200,7.56,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2019-02-01,500,3.03,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2019-03-01,0,17.52,33.5,6.9
STATION_A,North Pacific,45.0,-150.0,2019-03-01,50,14.27,33.65,6.07
STATION_A,North Pacific,45.0,-150.0,2019-03-01,100,12.66,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2019-03-01,200,7.93,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2019-03-01,500,3.53,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2019-03-01,0,28.82,35.0,7.22
STATION_B,Equatorial,0.0,-30.0,2019-03-01,50,25.57,35.31,6.39
STATION_B,Equatorial,0.0,-30.0,2019-03-01,100,12.66,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2019-03-01,200,7.93,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2019-03-01,500,5.03,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2019-03-01,0,14.6,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2019-03-01,50,11.35,35.65,6.77
STATION_C,South Atlantic,-35.0,-20.0,2019-03-01,100,12.66,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2019-03-01,200,7.93,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2019-03-01,500,3.03,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2019-04-01,0,18.06,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2019-04-01,50,14.81,33.65,5.42
STATION_A,North Pacific,45.0,-150.0,2019-04-01,100,13.06,33.79,4.89
STATION_A,North Pacific,45.0,-150.0,2019-04-01,200,8.06,33.98,4.59
STATION_A,North Pacific,45.0,-150.0,2019-04-01,500,3.53,33.5,3.85
STATION_B,Equatorial,0.0,-30.0,2019-04-01,0,28.86,35.0,6.46
STATION_B,Equatorial,0.0,-30.0,2019-04-01,50,25.61,35.31,5.79
STATION_B,Equatorial,0.0,-30.0,2019-04-01,100,13.06,35.59,6.34
STATION_B,Equatorial,0.0,-30.0,2019-04-01,200,8.06,35.95,6.04
STATION_B,Equatorial,0.0,-30.0,2019-04-01,500,5.03,35.0,5.15
STATION_C,South Atlantic,-35.0,-20.0,2019-04-01,0,14.06,35.5,6.89
STATION_C,South Atlantic,-35.0,-20.0,2019-04-01,50,10.81,35.65,6.22
STATION_C,South Atlantic,-35.0,-20.0,2019-04-01,100,13.06,35.79,5.29
STATION_C,South Atlantic,-35.0,-20.0,2019-04-01,200,8.06,35.98,4.99
STATION_C,South Atlantic,-35.0,-20.0,2019-04-01,500,3.03,35.5,4.3
STATION_A,North Pacific,45.0,-150.0,2019-05-01,0,17.52,33.5,5.4
STATION_A,North Pacific,45.0,-150.0,2019-05-01,50,14.27,33.65,4.87
STATION_A,North Pacific,45.0,-150.0,2019-05-01,100,12.66,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2019-05-01,200,7.93,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2019-05-01,500,3.53,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2019-05-01,0,28.82,35.0,5.72
STATION_B,Equatorial,0.0,-30.0,2019-05-01,50,25.57,35.31,5.19
STATION_B,Equatorial,0.0,-30.0,2019-05-01,100,12.66,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2019-05-01,200,7.93,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2019-05-01,500,5.03,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2019-05-01,0,14.6,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2019-05-01,50,11.35,35.65,5.57
STATION_C,South Atlantic,-35.0,-20.0,2019-05-01,100,12.66,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2019-05-01,200,7.93,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2019-05-01,500,3.03,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2019-06-01,0,16.06,33.5,4.99
STATION_A,North Pacific,45.0,-150.0,2019-06-01,50,12.81,33.65,4.58
STATION_A,North Pacific,45.0,-150.0,2019-06-01,100,11.56,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2019-06-01,200,7.56,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2019-06-01,500,3.53,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2019-06-01,0,28.71,35.0,5.18
STATION_B,Equatorial,0.0,-30.0,2019-06-01,50,25.46,35.31,4.76
STATION_B,Equatorial,0.0,-30.0,2019-06-01,100,11.56,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2019-06-01,200,7.56,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2019-06-01,500,5.03,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2019-06-01,0,16.06,35.5,5.39
STATION_C,South Atlantic,-35.0,-20.0,2019-06-01,50,12.81,35.65,4.98
STATION_C,South Atlantic,-35.0,-20.0,2019-06-01,100,11.56,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2019-06-01,200,7.56,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2019-06-01,500,3.03,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2019-07-01,0,14.06,33.5,4.99
STATION_A,North Pacific,45.0,-150.0,2019-07-01,50,10.81,33.65,4.62
STATION_A,North Pacific,45.0,-150.0,2019-07-01,100,10.06,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2019-07-01,200,7.06,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2019-07-01,500,3.53,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2019-07-01,0,28.56,35.0,4.99
STATION_B,Equatorial,0.0,-30.0,2019-07-01,50,25.31,35.31,4.62
STATION_B,Equatorial,0.0,-30.0,2019-07-01,100,10.06,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2019-07-01,200,7.06,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2019-07-01,500,5.03,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2019-07-01,0,18.06,35.5,4.99
STATION_C,South Atlantic,-35.0,-20.0,2019-07-01,50,14.81,35.65,4.62
STATION_C,South Atlantic,-35.0,-20.0,2019-07-01,100,10.06,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2019-07-01,200,7.06,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2019-07-01,500,3.03,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2019-08-01,0,12.06,33.5,5.39
STATION_A,North Pacific,45.0,-150.0,2019-08-01,50,8.81,33.65,4.98
STATION_A,North Pacific,45.0,-150.0,2019-08-01,100,8.56,33.79,4.14
STATION_A,North Pacific,45.0,-150.0,2019-08-01,200,6.56,33.98,3.99
STATION_A,North Pacific,45.0,-150.0,2019-08-01,500,3.53,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2019-08-01,0,28.41,35.0,5.21
STATION_B,Equatorial,0.0,-30.0,2019-08-01,50,25.16,35.31,4.79
STATION_B,Equatorial,0.0,-30.0,2019-08-01,100,8.56,35.59,5.59
STATION_B,Equatorial,0.0,-30.0,2019-08-01,200,6.56,35.95,5.44
STATION_B,Equatorial,0.0,-30.0,2019-08-01,500,5.03,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2019-08-01,0,20.06,35.5,4.99
STATION_C,South Atlantic,-35.0,-20.0,2019-08-01,50,16.81,35.65,4.58
STATION_C,South Atlantic,-35.0,-20.0,2019-08-01,100,8.56,35.79,4.54
STATION_C,South Atlantic,-35.0,-20.0,2019-08-01,200,6.56,35.98,4.39
STATION_C,South Atlantic,-35.0,-20.0,2019-08-01,500,3.03,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2019-09-01,0,10.6,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2019-09-01,50,7.35,33.65,5.57
STATION_A,North Pacific,45.0,-150.0,2019-09-01,100,7.46,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2019-09-01,200,6.19,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2019-09-01,500,3.53,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2019-09-01,0,28.3,35.0,5.77
STATION_B,Equatorial,0.0,-30.0,2019-09-01,50,25.05,35.31,5.24
STATION_B,Equatorial,0.0,-30.0,2019-09-01,100,7.46,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2019-09-01,200,6.19,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2019-09-01,500,5.03,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2019-09-01,0,21.52,35.5,5.4
STATION_C,South Atlantic,-35.0,-20.0,2019-09-01,50,18.27,35.65,4.87
STATION_C,South Atlantic,-35.0,-20.0,2019-09-01,100,7.46,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2019-09-01,200,6.19,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2019-09-01,500,3.03,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2019-10-01,0,10.06,33.5,6.89
STATION_A,North Pacific,45.0,-150.0,2019-10-01,50,6.81,33.65,6.22
STATION_A,North Pacific,45.0,-150.0,2019-10-01,100,7.06,33.79,3.89
STATION_A,North Pacific,45.0,-150.0,2019-10-01,200,6.06,33.98,3.79
STATION_A,North Pacific,45.0,-150.0,2019-10-01,500,3.53,33.5,3.25
STATION_B,Equatorial,0.0,-30.0,2019-10-01,0,28.26,35.0,6.52
STATION_B,Equatorial,0.0,-30.0,2019-10-01,50,25.01,35.31,5.85
STATION_B,Equatorial,0.0,-30.0,2019-10-01,100,7.06,35.59,5.34
STATION_B,Equatorial,0.0,-30.0,2019-10-01,200,6.06,35.95,5.24
STATION_B,Equatorial,0.0,-30.0,2019-10-01,500,5.03,35.0,4.55
STATION_C,South Atlantic,-35.0,-20.0,2019-10-01,0,22.06,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2019-10-01,50,18.81,35.65,5.42
STATION_C,South Atlantic,-35.0,-20.0,2019-10-01,100,7.06,35.79,4.29
STATION_C,South Atlantic,-35.0,-20.0,2019-10-01,200,6.06,35.98,4.19
STATION_C,South Atlantic,-35.0,-20.0,2019-10-01,500,3.03,35.5,3.7
STATION_A,North Pacific,45.0,-150.0,2019-11-01,0,10.6,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2019-11-01,50,7.35,33.65,6.77
STATION_A,North Pacific,45.0,-150.0,2019-11-01,100,7.46,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2019-11-01,200,6.19,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2019-11-01,500,3.53,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2019-11-01,0,28.3,35.0,7.27
STATION_B,Equatorial,0.0,-30.0,2019-11-01,50,25.05,35.31,6.44
STATION_B,Equatorial,0.0,-30.0,2019-11-01,100,7.46,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2019-11-01,200,6.19,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2019-11-01,500,5.03,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2019-11-01,0,21.52,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2019-11-01,50,18.27,35.65,6.07
STATION_C,South Atlantic,-35.0,-20.0,2019-11-01,100,7.46,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2019-11-01,200,6.19,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2019-11-01,500,3.03,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2019-12-01,0,12.06,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2019-12-01,50,8.81,33.65,7.06
STATION_A,North Pacific,45.0,-150.0,2019-12-01,100,8.56,33.79,4.14
STATION_A,North Pacific,45.0,-150.0,2019-12-01,200,6.56,33.98,3.99
STATION_A,North Pacific,45.0,-150.0,2019-12-01,500,3.53,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2019-12-01,0,28.41,35.0,7.81
STATION_B,Equatorial,0.0,-30.0,2019-12-01,50,25.16,35.31,6.87
STATION_B,Equatorial,0.0,-30.0,2019-12-01,100,8.56,35.59,5.59
STATION_B,Equatorial,0.0,-30.0,2019-12-01,200,6.56,35.95,5.44
STATION_B,Equatorial,0.0,-30.0,2019-12-01,500,5.03,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2019-12-01,0,20.06,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2019-12-01,50,16.81,35.65,6.66
STATION_C,South Atlantic,-35.0,-20.0,2019-12-01,100,8.56,35.79,4.54
STATION_C,South Atlantic,-35.0,-20.0,2019-12-01,200,6.56,35.98,4.39
STATION_C,South Atlantic,-35.0,-20.0,2019-12-01,500,3.03,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2020-01-01,0,14.07,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2020-01-01,50,10.82,33.65,7.02
STATION_A,North Pacific,45.0,-150.0,2020-01-01,100,10.07,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2020-01-01,200,7.08,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2020-01-01,500,3.54,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2020-01-01,0,28.57,35.0,7.99
STATION_B,Equatorial,0.0,-30.0,2020-01-01,50,25.32,35.31,7.02
STATION_B,Equatorial,0.0,-30.0,2020-01-01,100,10.07,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2020-01-01,200,7.08,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2020-01-01,500,5.04,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2020-01-01,0,18.07,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2020-01-01,50,14.82,35.65,7.02
STATION_C,South Atlantic,-35.0,-20.0,2020-01-01,100,10.07,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2020-01-01,200,7.08,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2020-01-01,500,3.04,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2020-02-01,0,16.07,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2020-02-01,50,12.82,33.65,6.66
STATION_A,North Pacific,45.0,-150.0,2020-02-01,100,11.57,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2020-02-01,200,7.58,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2020-02-01,500,3.54,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2020-02-01,0,28.72,35.0,7.78
STATION_B,Equatorial,0.0,-30.0,2020-02-01,50,25.47,35.31,6.84
STATION_B,Equatorial,0.0,-30.0,2020-02-01,100,11.57,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2020-02-01,200,7.58,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2020-02-01,500,5.04,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2020-02-01,0,16.07,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2020-02-01,50,12.82,35.65,7.06
STATION_C,South Atlantic,-35.0,-20.0,2020-02-01,100,11.57,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2020-02-01,200,7.58,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2020-02-01,500,3.04,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2020-03-01,0,17.54,33.5,6.9
STATION_A,North Pacific,45.0,-150.0,2020-03-01,50,14.29,33.65,6.07
STATION_A,North Pacific,45.0,-150.0,2020-03-01,100,12.67,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2020-03-01,200,7.94,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2020-03-01,500,3.54,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2020-03-01,0,28.83,35.0,7.22
STATION_B,Equatorial,0.0,-30.0,2020-03-01,50,25.58,35.31,6.39
STATION_B,Equatorial,0.0,-30.0,2020-03-01,100,12.67,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2020-03-01,200,7.94,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2020-03-01,500,5.04,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2020-03-01,0,14.61,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2020-03-01,50,11.36,35.65,6.76
STATION_C,South Atlantic,-35.0,-20.0,2020-03-01,100,12.67,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2020-03-01,200,7.94,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2020-03-01,500,3.04,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2020-04-01,0,18.07,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2020-04-01,50,14.82,33.65,5.42
STATION_A,North Pacific,45.0,-150.0,2020-04-01,100,13.07,33.79,4.89
STATION_A,North Pacific,45.0,-150.0,2020-04-01,200,8.07,33.98,4.59
STATION_A,North Pacific,45.0,-150.0,2020-04-01,500,3.54,33.5,3.85
STATION_B,Equatorial,0.0,-30.0,2020-04-01,0,28.88,35.0,6.46
STATION_B,Equatorial,0.0,-30.0,2020-04-01,50,25.62,35.31,5.79
STATION_B,Equatorial,0.0,-30.0,2020-04-01,100,13.07,35.59,6.34
STATION_B,Equatorial,0.0,-30.0,2020-04-01,200,8.07,35.95,6.04
STATION_B,Equatorial,0.0,-30.0,2020-04-01,500,5.04,35.0,5.15
STATION_C,South Atlantic,-35.0,-20.0,2020-04-01,0,14.07,35.5,6.89
STATION_C,South Atlantic,-35.0,-20.0,2020-04-01,50,10.82,35.65,6.22
STATION_C,South Atlantic,-35.0,-20.0,2020-04-01,100,13.07,35.79,5.29
STATION_C,South Atlantic,-35.0,-20.0,2020-04-01,200,8.07,35.98,4.99
STATION_C,South Atlantic,-35.0,-20.0,2020-04-01,500,3.04,35.5,4.3
STATION_A,North Pacific,45.0,-150.0,2020-05-01,0,17.54,33.5,5.4
STATION_A,North Pacific,45.0,-150.0,2020-05-01,50,14.29,33.65,4.87
STATION_A,North Pacific,45.0,-150.0,2020-05-01,100,12.67,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2020-05-01,200,7.94,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2020-05-01,500,3.54,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2020-05-01,0,28.83,35.0,5.72
STATION_B,Equatorial,0.0,-30.0,2020-05-01,50,25.58,35.31,5.19
STATION_B,Equatorial,0.0,-30.0,2020-05-01,100,12.67,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2020-05-01,200,7.94,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2020-05-01,500,5.04,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2020-05-01,0,14.61,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2020-05-01,50,11.36,35.65,5.56
STATION_C,South Atlantic,-35.0,-20.0,2020-05-01,100,12.67,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2020-05-01,200,7.94,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2020-05-01,500,3.04,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2020-06-01,0,16.07,33.5,4.99
STATION_A,North Pacific,45.0,-150.0,2020-06-01,50,12.82,33.65,4.58
